=== NODES ===
Numeric_ID Amazon_Stop_ID Latitude Longitude Demand ServiceTime ReadyTime DueTime
0 PX 33.688122 -117.847178 0.000000 0.000 0.000 86400.000
4 AS 33.669157 -117.687493 1.310000 23.000 0.000 86400.000
24 CP 33.663977 -117.691482 1.430000 61.000 0.000 86400.000
27 DO 33.671132 -117.686120 11.340000 46.500 0.000 86400.000
36 GL 33.669387 -117.677772 2.680000 33.000 0.000 86400.000
45 HV 33.671329 -117.678463 2.080000 13.500 0.000 86400.000
47 IF 33.663373 -117.669772 0.940000 43.000 0.000 86400.000
65 ML 33.670314 -117.675969 4.890000 30.300 0.000 86400.000
77 PF 33.671872 -117.687980 0.860000 36.000 0.000 86400.000
81 QA 33.671973 -117.682900 3.630000 19.000 0.000 86400.000
84 QJ 33.674749 -117.683442 0.890000 78.000 2474.084 2917.145
90 RH 33.673479 -117.685965 0.860000 53.000 0.000 86400.000
98 SR 33.669797 -117.673624 1.570000 163.000 0.000 86400.000
100 SV 33.669192 -117.681067 2.210000 31.000 0.000 86400.000
108 UB 33.663929 -117.690061 0.050000 74.000 0.000 86400.000
109 UF 33.669461 -117.675738 0.890000 39.000 0.000 86400.000
111 UJ 33.670591 -117.677620 1.930000 7.000 0.000 86400.000
121 WK 33.676415 -117.674069 0.820000 94.000 0.000 86400.000
122 WY 33.669982 -117.684831 1.990000 89.000 0.000 86400.000
124 XD 33.674852 -117.682900 8.720000 30.500 2422.312 3016.418
130 YG 33.668487 -117.690842 0.180000 732.000 0.000 86400.000

=== MATRIX ===
FROM_ID	TO_ID	Distanza_m	Tempo_secondi
47	27	2493.600	394.800
47	36	1931.300	315.600
47	45	1969.500	324.600
47	65	1525.300	247.800
47	77	2973.400	472.800
47	81	2349.400	361.200
47	84	2858.600	429.600
47	90	2674.700	401.400
47	98	2412.300	319.800
47	100	2093.600	334.200
47	108	2364.500	285.600
47	109	1349.900	205.200
47	111	1911.500	312.000
47	121	2848.100	426.600
47	122	2399.000	373.200
47	124	2870.100	432.000
47	130	2759.200	362.400
65	0	24398.300	1365.600
65	4	1536.400	292.200
65	24	2466.500	277.800
65	27	1350.700	247.800
65	36	788.400	168.600
65	45	826.600	177.600
65	47	1525.300	247.800
65	77	2152.600	322.800
65	81	1236.900	212.400
65	84	2037.800	279.000
65	90	1853.900	250.800
65	98	1724.900	245.400
65	100	981.000	185.400
65	108	1965.200	199.800
65	109	175.400	42.000
65	111	798.900	163.200
65	121	1910.400	280.800
65	122	1286.400	224.400
65	124	2049.300	282.000
65	130	2017.800	273.000
77	0	23807.600	1296.000
77	4	1646.900	243.000
77	24	2209.300	267.600
77	27	1121.100	231.000
77	36	1500.800	266.400
77	45	1538.900	275.400
77	47	2973.400	472.800
77	65	2152.600	322.800
77	81	950.000	200.400
77	84	668.700	144.600
77	90	300.700	72.000
77	98	2853.400	348.600
77	100	1288.900	243.000
77	108	2271.800	273.600
77	109	1628.200	286.800
77	111	1454.000	265.800
77	121	2064.400	267.600
77	122	999.500	212.400
77	124	680.100	147.000
77	130	1627.600	247.800
81	0	23544.800	1237.200
81	4	682.800	163.800
81	24	1946.500	208.800
81	27	497.200	119.400
81	36	876.900	154.800
81	45	915.000	163.800
81	47	2349.400	361.200
81	65	1236.900	212.400
81	77	950.000	200.400
81	84	836.000	146.400
81	90	652.100	118.200
81	98	2591.200	279.000
81	100	665.700	120.600
81	108	2059.100	221.400
81	109	1004.900	164.400
81	111	830.800	143.400
81	121	1802.300	198.000
81	122	376.300	90.000
81	124	847.400	149.400
81	130	1414.900	196.200
84	0	23692.800	1252.800
84	4	1532.100	199.200
84	24	2094.500	224.400
84	27	1006.400	187.200
84	36	1386.000	222.600
84	45	1424.200	231.600
84	47	2858.600	429.600
84	65	2037.800	279.000
84	77	668.700	144.600
84	81	836.000	146.400
84	90	370.000	72.600
84	98	2738.600	304.800
84	100	1174.200	199.200
84	108	2157.100	229.800
84	109	1513.400	243.600
84	111	1339.300	222.600
84	121	1949.700	223.800
84	122	884.800	169.200
84	124	97.100	23.400
84	130	1512.800	204.600
90	0	23508.900	1224.600
90	4	1348.200	171.000
90	24	1910.600	196.200
90	27	822.500	159.600
90	36	1202.100	194.400
90	45	1240.300	204.000
90	47	2674.700	401.400
90	65	1853.900	250.800
90	77	300.700	72.000
90	81	652.100	118.200
90	84	370.000	72.600
90	98	2554.700	276.600
90	100	990.300	171.000
90	108	1973.200	201.600
90	109	1329.500	215.400
90	111	1155.400	194.400
90	121	1765.800	195.600
90	122	700.900	141.000
90	124	381.400	75.600
90	130	1328.900	176.400
98	0	25448.100	1384.800
98	4	3287.400	331.800
98	24	3353.500	349.800
98	27	2761.700	319.800
98	36	2100.600	315.000
98	45	2138.800	324.000
98	47	2412.300	319.800
98	65	1724.900	245.400
98	77	2853.400	348.600
98	81	2591.200	279.000
98	84	2738.600	304.800
98	90	2554.700	276.600
98	100	1586.700	235.200
98	108	2199.800	191.400
98	109	843.100	106.800
98	111	1404.600	213.000
98	121	1299.800	200.400
98	122	1892.100	274.200
98	124	2758.000	301.200
98	130	2252.400	264.000
100	0	23883.700	1279.200
100	4	1021.700	206.400
100	24	2285.400	251.400
100	27	836.100	161.400
100	36	474.800	111.600
100	45	659.100	136.800
100	47	2093.600	334.200
100	65	981.000	185.400
100	77	1288.900	243.000
100	81	665.700	120.600
100	84	1174.200	199.200
100	90	990.300	171.000
100	98	1586.700	235.200
100	108	2398.000	264.000
100	109	749.000	137.400
100	111	574.900	116.400
100	121	2141.200	240.000
100	122	715.200	132.600
100	124	1186.300	191.400
100	130	1753.700	238.800
108	0	23647.800	1258.200
108	4	1166.400	150.600
108	24	174.300	22.200
108	27	1524.800	236.400
108	36	2341.000	269.400
108	45	2379.100	279.000
108	47	2364.500	285.600
108	65	1965.200	199.800
108	77	2271.800	273.600
108	81	2059.100	221.400
108	84	2157.100	229.800
108	90	1973.200	201.600
108	98	2199.800	191.400
108	100	2398.000	264.000
108	109	2361.800	233.400
108	111	2521.100	271.800
108	121	3131.600	273.000
108	122	1391.600	204.600
108	124	2176.600	224.400
108	130	1155.200	147.600
109	0	24222.900	1323.600
109	4	1361.000	250.200
109	24	2291.100	235.800
109	27	1175.300	205.800
109	36	613.000	126.600
109	45	651.200	135.600
109	47	1349.900	205.200
109	65	175.400	42.000
109	77	1628.200	286.800
109	81	1004.900	164.400
109	84	1513.400	243.600
109	90	1329.500	215.400
109	98	843.100	106.800
109	100	749.000	137.400
109	108	2361.800	233.400
109	111	623.500	121.200
109	121	1958.900	264.600
109	122	1111.000	182.400
109	124	1582.100	241.200
109	130	1842.400	230.400
111	0	24048.700	1302.600
111	4	1186.800	229.200
111	24	2450.400	274.200
111	27	1001.200	184.800
111	36	438.900	105.000
111	45	353.700	85.200
111	47	1911.500	312.000
111	65	798.900	163.200
111	77	1454.000	265.800
111	81	830.800	143.400
111	84	1339.300	222.600
111	90	1155.400	194.400
111	98	1404.600	213.000
111	100	574.900	116.400
111	108	2521.100	271.800
111	109	623.500	121.200
111	121	2306.300	262.800
111	122	880.300	155.400
111	124	1351.400	214.200
111	130	1918.800	261.600
121	0	24491.000	1298.400
121	4	2498.500	250.200
121	24	3060.900	275.400
121	27	1972.700	238.800
121	36	2352.400	274.200
121	45	2390.600	283.200
121	47	2848.100	426.600
121	65	1910.400	280.800
121	77	2064.400	267.600
121	81	1802.300	198.000
121	84	1949.700	223.800
121	90	1765.800	195.600
121	98	1299.800	200.400
121	100	2141.200	240.000
121	108	3131.600	273.000
121	109	1958.900	264.600
121	111	2306.300	262.800
121	122	1875.800	227.400
121	124	1936.400	215.400
121	130	2503.900	262.800
122	0	23594.300	1249.200
122	4	306.800	73.800
122	24	1320.900	207.000
122	27	195.100	46.800
122	36	926.400	166.200
122	45	964.500	175.800
122	47	2399.000	373.200
122	65	1286.400	224.400
122	77	999.500	212.400
122	81	376.300	90.000
122	84	884.800	169.200
122	90	700.900	141.000
122	98	1892.100	274.200
122	100	715.200	132.600
122	108	1391.600	204.600
122	109	1111.000	182.400
122	111	880.300	155.400
122	121	1875.800	227.400
122	124	896.900	161.400
122	130	747.300	179.400
124	0	23704.300	1255.200
124	4	1543.600	202.200
124	24	2106.000	226.800
124	27	1017.800	190.200
124	36	1397.500	225.600
124	45	1435.600	234.600
124	47	2870.100	432.000
124	65	2049.300	282.000
124	77	680.100	147.000
124	81	847.400	149.400
124	84	97.100	23.400
124	90	381.400	75.600
124	98	2758.000	301.200
124	100	1186.300	191.400
124	108	2176.600	224.400
124	109	1582.100	241.200
124	111	1351.400	214.200
124	121	1936.400	215.400
124	122	896.900	161.400
124	130	1524.300	207.600
130	0	23003.600	1233.000
130	4	522.100	125.400
130	24	1084.500	150.600
130	27	880.500	211.200
130	36	1964.900	272.400
130	45	2003.100	282.000
130	47	2759.200	362.400
130	65	2017.800	273.000
130	77	1627.600	247.800
130	81	1414.900	196.200
130	84	1512.800	204.600
130	90	1328.900	176.400
130	98	2252.400	264.000
130	100	1753.700	238.800
130	108	1155.200	147.600
130	109	1842.400	230.400
130	111	1918.800	261.600
130	121	2503.900	262.800
130	122	747.300	179.400
130	124	1524.300	207.600
