=== NODES ===
Numeric_ID Amazon_Stop_ID Latitude Longitude Demand ServiceTime ReadyTime DueTime
1	60	2.1357	4.89
1	61	2.0119	4.33
1	62	1.2067	3.85
1	63	2.0535	4.50
1	64	2.4136	5.15
1	65	1.9435	4.91
1	66	2.1779	4.38
1	67	0.5139	1.75
1	68	1.9755	3.75
1	69	3.3130	7.25
1	70	1.8564	3.71
1	71	1.8802	3.63
1	72	2.3217	4.64
1	73	2.0962	5.07
1	74	1.9676	3.72
1	75	3.4788	7.91
1	76	3.1729	5.59
1	77	2.0422	4.28
1	78	2.1672	4.95
1	79	2.4561	5.18
1	80	2.1858	4.42
1	81	1.8288	3.60
1	82	0.6126	2.04
1	83	2.0855	4.01
1	84	1.9275	3.56
1	85	2.6701	4.56
1	86	0.9713	3.17
1	87	2.5435	5.53
1	88	2.5161	4.43
1	89	1.6886	3.88
1	90	1.7435	3.09
1	91	2.6868	5.11
1	92	1.1187	3.68
1	93	0.1906	0.76
1	94	2.2926	4.52
1	95	2.6609	5.96
1	96	2.0234	4.38
1	97	1.8607	3.73
1	98	1.2935	3.37
1	99	1.8861	4.67
1	100	2.1677	4.30
1	101	2.4323	5.08
1	102	2.5342	5.61
1	103	2.4428	4.13
1	104	2.1664	4.31
1	105	3.0079	6.79
1	106	1.2577	3.22
1	107	1.8031	4.34
1	108	3.1506	4.81
1	109	1.9057	4.31
1	110	2.0845	4.00
1	111	2.3328	4.69
1	112	2.7054	4.26
1	113	1.9370	4.50
1	114	2.1542	4.92
1	115	1.7435	4.11
1	116	2.1284	4.44
1	117	3.2314	5.82
1	118	2.5816	6.03
1	119	2.4774	5.26
1	120	1.9379	4.88
1	121	0.1262	0.51
1	122	1.8783	3.80
1	123	2.8652	6.12
1	124	1.9389	3.60
1	125	3.0293	4.65
1	126	1.5789	3.89
1	127	1.7980	4.32
1	128	2.6318	5.69
1	129	1.9521	4.09
1	130	2.5063	4.39
1	131	0.6220	2.07
1	132	2.2747	4.45
2	3	2.2790	4.46
2	4	0.0774	0.31
2	5	2.6610	5.78
2	6	1.5148	3.25
2	7	0.5914	2.37
2	8	1.6169	3.66
2	9	2.1167	3.81
2	10	2.3914	3.99
2	11	0.4462	1.78
2	12	2.5857	5.42
2	13	2.0976	4.94
2	14	0.7580	3.03
2	15	2.6590	5.45
2	16	2.4389	4.65
2	17	0.9429	3.09
2	18	2.7523	6.14
2	19	2.1480	3.93
2	20	1.0518	2.49
2	21	1.5174	3.53
2	22	2.3877	4.44
2	23	1.3876	3.01
2	24	1.0915	2.53
2	25	2.7847	4.65
2	26	0.9868	2.86
2	27	0.3634	1.45
2	28	2.2872	5.08
2	29	2.5769	5.35
2	30	0.2848	1.14
2	31	1.4473	4.51
2	32	1.1892	3.83
2	33	1.5221	4.70
2	34	1.5367	3.60
2	35	0.7265	2.91
2	36	1.1563	3.69
2	37	1.4382	3.21
2	38	1.2762	4.17
2	39	2.4610	4.74
2	40	1.7263	4.19
2	41	1.1426	3.13
2	42	1.5893	3.55
2	43	1.4084	3.09
2	44	1.2622	2.14
2	45	1.1945	3.85
2	46	1.4273	4.44
2	47	2.5713	5.74
2	48	2.2271	4.25
2	49	2.2357	4.28
2	50	0.7783	3.11
2	51	0.2426	0.97
2	52	1.0372	2.33
2	53	0.7426	1.93
2	54	2.8682	6.06
2	55	2.2371	4.89
2	56	3.0114	5.15
2	57	3.1720	7.06
2	58	0.7185	2.87
2	59	0.0956	0.38
2	60	1.6661	3.70
2	61	0.7894	3.16
2	62	3.1964	5.99
2	63	0.8309	3.32
2	64	1.3975	3.47
2	65	1.4598	4.56
2	66	0.9553	3.21
2	67	2.5037	3.89
2	68	1.5760	3.49
2	69	3.0315	6.50
2	70	0.3504	1.40
2	71	1.4806	3.38
2	72	1.0991	3.47
2	73	1.4748	4.62
2	74	1.5681	3.46
2	75	3.1973	7.17
2	76	1.1845	3.27
2	77	1.6427	4.03
2	78	0.1834	0.73
2	79	1.2335	4.00
2	80	0.9632	3.24
2	81	0.6062	2.42
2	82	2.6023	4.18
2	83	0.8629	2.84
2	84	1.5279	3.30
2	85	0.6816	2.24
2	86	2.9610	5.31
2	87	1.3209	4.35
2	88	0.1823	0.73
2	89	2.3362	4.24
2	90	1.3440	2.83
2	91	0.6984	2.79
2	92	3.1085	5.81
2	93	2.2704	3.59
2	94	1.0700	3.35
2	95	2.3794	5.22
2	96	0.8008	3.20
2	97	0.3107	1.24
2	98	3.2832	5.51
2	99	1.4839	4.66
2	100	0.9451	3.13
2	101	1.2097	3.91
2	102	2.2527	4.87
2	103	0.1091	0.44
2	104	0.9438	3.14
2	105	2.7264	6.04
2	106	3.2474	5.36
2	107	2.4507	4.70
2	108	1.1622	2.49
2	109	1.2844	3.86
2	110	0.8619	2.83
2	111	1.1102	3.51
2	112	0.7170	1.94
2	113	1.9889	4.18
2	114	2.2061	4.61
2	115	2.3911	4.46
2	116	0.9058	3.26
2	117	1.2429	3.51
2	118	2.2392	5.46
2	119	1.2548	4.09
2	120	1.6111	5.17
2	121	2.4943	4.16
2	122	0.2302	0.92
2	123	2.5837	5.38
2	124	1.5394	3.35
2	125	1.0408	2.33
2	126	2.2265	4.25
2	127	2.4456	4.68
2	128	1.2702	3.62
2	129	0.7295	2.92
2	130	0.5179	2.07
2	131	2.6117	4.21
2	132	1.0521	3.28
3	4	2.3159	4.73
3	5	2.3669	6.00
3	6	1.7127	3.80
3	7	1.6123	3.83
3	8	1.8148	4.21
3	9	0.2594	1.04
3	10	1.4954	3.71
3	11	2.2330	4.40
3	12	2.2916	5.65
3	13	1.8644	4.99
3	14	1.7789	4.50
3	15	2.3649	5.67
3	16	0.7059	2.38
3	17	1.3817	3.94
3	18	2.4582	6.36
3	19	0.1310	0.52
3	20	2.8386	5.11
3	21	1.7153	4.08
3	22	0.6548	2.17
3	23	1.5855	3.56
3	24	2.8783	5.15
3	25	1.8888	4.37
3	26	2.4376	5.32
3	27	1.7976	4.58
3	28	1.9931	5.31
3	29	2.2828	5.58
3	30	1.9560	5.21
3	31	0.7785	2.67
3	32	1.2808	3.92
3	33	0.9349	3.18
3	34	1.7345	4.15
3	35	1.7474	4.38
3	36	1.2479	3.79
3	37	1.6361	3.76
3	38	1.3679	4.27
3	39	0.7281	2.47
3	40	1.4663	4.28
3	41	2.2228	5.50
3	42	1.7872	4.10
3	43	1.6063	3.64
3	44	1.5095	2.99
3	45	1.2861	3.94
3	46	1.1019	3.38
3	47	2.2772	5.96
3	48	0.2802	1.12
3	49	0.2716	1.09
3	50	1.7992	4.58
3	51	1.7272	4.29
3	52	2.8240	4.94
3	53	2.5294	4.54
3	54	2.5741	6.29
3	55	1.9430	5.11
3	56	2.1154	4.87
3	57	2.8779	7.29
3	58	1.7395	4.34
3	59	1.8110	4.63
3	60	1.5602	4.37
3	61	1.8103	4.63
3	62	2.3005	5.71
3	63	1.8518	4.79
3	64	1.8381	4.63
3	65	0.8581	2.99
3	66	1.2385	3.75
3	67	1.6078	3.60
3	68	1.7739	4.04
3	69	2.7374	6.72
3	70	1.6547	4.00
3	71	1.6785	3.93
3	72	1.1907	3.56
3	73	1.1494	3.57
3	74	1.7659	4.01
3	75	2.9032	7.39
3	76	2.1817	5.31
3	77	1.8405	4.58
3	78	1.9655	5.25
3	79	1.3251	4.10
3	80	1.1952	3.58
3	81	1.6272	3.89
3	82	1.7064	3.90
3	83	1.3018	3.69
3	84	1.7258	3.85
3	85	2.4684	4.85
3	86	2.0651	5.02
3	87	1.4126	4.45
3	88	2.3144	4.72
3	89	0.6033	1.97
3	90	1.5419	3.38
3	91	2.4851	5.41
3	92	2.2125	5.53
3	93	1.3744	3.31
3	94	1.1616	3.45
3	95	2.0853	5.44
3	96	1.8217	4.67
3	97	1.6590	4.02
3	98	2.3873	5.23
3	99	0.8007	2.76
3	100	1.3839	3.98
3	101	1.3014	4.00
3	102	1.9586	5.09
3	103	2.2412	4.43
3	104	1.3019	3.98
3	105	2.4323	6.26
3	106	2.3515	5.08
3	107	0.7177	2.42
3	108	2.9489	5.10
3	109	0.9589	2.81
3	110	1.3007	3.68
3	111	1.2018	3.61
3	112	2.0294	4.49
3	113	1.3614	3.98
3	114	1.5786	4.40
3	115	0.6581	2.19
3	116	1.9267	4.73
3	117	2.1134	5.40
3	118	2.0060	5.50
3	119	1.3465	4.18
3	120	0.8526	2.96
3	121	1.5983	3.88
3	122	1.6767	4.09
3	123	2.2896	5.60
3	124	1.7372	3.90
3	125	2.8276	4.94
3	126	0.0525	0.21
3	127	0.7127	2.41
3	128	2.0562	5.17
3	129	1.7505	4.39
3	130	2.3047	4.68
3	131	1.7158	3.93
3	132	1.1438	3.38
4	5	2.6651	5.79
4	6	1.5190	3.27
4	7	0.6680	2.67
4	8	1.6211	3.67
4	9	2.1209	3.82
4	10	2.3956	4.01
4	11	0.4504	1.80
4	12	2.5899	5.44
4	13	2.1018	4.96
4	14	0.8346	3.34
4	15	2.6632	5.47
4	16	2.4431	4.67
4	17	1.0195	3.40
4	18	2.7565	6.16
4	19	2.1522	3.95
4	20	1.0560	2.51
4	21	1.5216	3.54
4	22	2.3919	4.46
4	23	1.3918	3.03
4	24	1.0957	2.55
4	25	2.7889	4.67
4	26	0.9910	2.88
4	27	0.4400	1.76
4	28	2.2914	5.10
4	29	2.5811	5.37
4	30	0.3549	1.42
4	31	1.5239	4.82
4	32	1.2658	4.13
4	33	1.5987	5.00
4	34	1.5409	3.62
4	35	0.8031	3.21
4	36	1.2329	4.00
4	37	1.4424	3.23
4	38	1.3528	4.48
4	39	2.4652	4.75
4	40	1.7305	4.21
4	41	1.1468	3.15
4	42	1.5935	3.56
4	43	1.4126	3.11
4	44	1.2664	2.16
4	45	1.2711	4.15
4	46	1.5039	4.74
4	47	2.5755	5.75
4	48	2.2313	4.26
4	49	2.2399	4.30
4	50	0.8549	3.42
4	51	0.3192	1.28
4	52	1.0414	2.34
4	53	0.7468	1.95
4	54	2.8724	6.08
4	55	2.2413	4.90
4	56	3.0156	5.17
4	57	3.1762	7.08
4	58	0.7951	3.18
4	59	0.1722	0.69
4	60	1.6703	3.72
4	61	0.8660	3.46
4	62	3.2006	6.00
4	63	0.9075	3.63
4	64	1.4017	3.49
4	65	1.5364	4.87
4	66	1.0319	3.52
4	67	2.5079	3.90
4	68	1.5802	3.51
4	69	3.0357	6.52
4	70	0.4270	1.71
4	71	1.4848	3.40
4	72	1.1757	3.77
4	73	1.5514	4.93
4	74	1.5723	3.48
4	75	3.2015	7.18
4	76	1.1887	3.29
4	77	1.6469	4.05
4	78	0.1358	0.54
4	79	1.3101	4.31
4	80	1.0398	3.55
4	81	0.6828	2.73
4	82	2.6065	4.20
4	83	0.9395	3.15
4	84	1.5321	3.32
4	85	0.6858	2.26
4	86	2.9652	5.32
4	87	1.3975	4.66
4	88	0.1865	0.75
4	89	2.3404	4.26
4	90	1.3482	2.85
4	91	0.7026	2.81
4	92	3.1127	5.83
4	93	2.2746	3.61
4	94	1.1466	3.66
4	95	2.3836	5.24
4	96	0.8774	3.51
4	97	0.3873	1.55
4	98	3.2874	5.53
4	99	1.5605	4.97
4	100	1.0217	3.44
4	101	1.2863	4.21
4	102	2.2569	4.89
4	103	0.1133	0.45
4	104	1.0204	3.44
4	105	2.7306	6.06
4	106	3.2516	5.38
4	107	2.4549	4.71
4	108	1.1664	2.51
4	109	1.3610	4.17
4	110	0.9385	3.14
4	111	1.1868	3.82
4	112	0.7212	1.96
4	113	1.9931	4.20
4	114	2.2103	4.62
4	115	2.3953	4.47
4	116	0.9824	3.57
4	117	1.2471	3.52
4	118	2.2434	5.48
4	119	1.3314	4.39
4	120	2.5897	5.25
4	121	2.4985	4.17
4	122	0.3068	1.23
4	123	2.5879	5.40
4	124	1.5436	3.37
4	125	1.0450	2.35
4	126	2.2307	4.26
4	127	2.4498	4.69
4	128	1.2744	3.63
4	129	0.8061	3.23
4	130	0.5221	2.09
4	131	2.6159	4.23
4	132	1.1287	3.58
5	6	2.9643	7.26
5	7	2.4534	6.12
5	8	3.0664	7.67
5	9	2.1511	5.41
5	10	3.2628	7.59
5	11	2.8063	5.92
5	12	0.6776	1.48
5	13	1.2307	3.27
5	14	2.6200	6.79
5	15	0.7509	1.50
5	16	1.7042	4.53
5	17	2.2102	5.69
5	18	0.0914	0.36
5	19	2.1824	5.54
5	20	2.7073	5.37
5	21	2.9669	7.54
5	22	1.9877	5.20
5	23	2.8371	7.02
5	24	2.6575	5.29
5	25	2.5673	5.97
5	26	1.9372	4.35
5	27	2.6387	6.86
5	28	0.4832	1.47
5	29	0.6688	1.40
5	30	3.0561	6.92
5	31	1.6316	4.24
5	32	2.1093	5.67
5	33	1.7065	4.42
5	34	2.9862	7.62
5	35	2.5885	6.66
5	36	2.0764	5.54
5	37	2.8878	7.22
5	38	2.1963	6.02
5	39	1.8484	5.11
5	40	1.6048	4.08
5	41	1.6716	3.73
5	42	3.0388	7.56
5	43	2.8579	7.11
5	44	2.7117	6.16
5	45	2.1145	5.70
5	46	1.6117	4.16
5	47	0.6632	1.78
5	48	2.2615	5.85
5	49	2.2701	5.89
5	50	2.6403	6.87
5	51	2.5682	6.58
5	52	2.6082	5.08
5	53	2.8156	5.31
5	54	0.1365	0.55
5	55	0.4744	1.31
5	56	2.3105	5.33
5	57	0.7320	2.17
5	58	2.5806	6.63
5	59	2.9797	6.61
5	60	1.0090	2.60
5	61	2.6514	6.91
5	62	2.5862	6.42
5	63	2.6929	7.08
5	64	1.8867	4.41
5	65	1.6441	4.29
5	66	2.0670	5.51
5	67	2.5951	6.01
5	68	3.0255	7.51
5	69	0.5915	1.61
5	70	2.4958	6.29
5	71	2.9302	7.39
5	72	2.0192	5.31
5	73	1.6592	4.35
5	74	3.0176	7.47
5	75	0.7573	2.27
5	76	1.8286	4.15
5	77	3.0922	8.04
5	78	3.0227	6.78
5	79	2.1535	5.85
