=== NODES ===
Numeric_ID Amazon_Stop_ID Latitude Longitude Demand ServiceTime ReadyTime DueTime
0 PX 33.688122 -117.847178 0.000000 0.000 0.000 86400.000
1 AM 33.677001 -117.673163 8.380000 169.000 0.000 86400.000
20 CG 33.664173 -117.691951 1.720000 19.500 4337.353 4579.535
22 CI 33.671871 -117.676429 10.510000 30.700 0.000 86400.000
23 CK 33.673087 -117.685660 1.990000 27.000 1576.266 1652.448
29 EH 33.661775 -117.669870 1.430000 38.000 0.000 86400.000
31 EU 33.670616 -117.675528 4.870000 112.000 0.000 86400.000
38 GQ 33.668863 -117.677141 3.380000 15.500 0.000 86400.000
41 GW 33.663836 -117.682660 8.130000 82.000 0.000 86400.000
42 HD 33.673922 -117.682690 0.860000 35.000 0.000 86400.000
49 IL 33.672767 -117.677127 8.070000 10.200 0.000 86400.000
52 JY 33.664415 -117.691275 7.800000 92.000 0.000 86400.000
70 MV 33.669854 -117.684091 10.600000 30.000 0.000 86400.000
86 QM 33.672295 -117.669751 0.940000 28.000 0.000 86400.000
88 QT 33.669620 -117.688770 2.500000 16.500 0.000 86400.000
93 SA 33.677588 -117.674459 0.860000 80.000 0.000 86400.000
95 SE 33.660437 -117.672706 2.360000 87.000 0.000 86400.000
112 UK 33.667755 -117.685240 0.520000 136.000 0.000 86400.000
117 VF 33.665705 -117.684551 8.990000 135.000 0.000 86400.000
120 VV 33.670856 -117.674301 16.980000 45.000 0.000 86400.000
131 YM 33.675091 -117.671660 6.960000 22.800 0.000 86400.000

=== MATRIX ===
FROM_ID	TO_ID	Distanza_m	Tempo_secondi
22	0	24552.600	1321.200
22	1	1740.100	245.400
22	20	2914.600	290.400
22	23	1694.100	213.000
22	29	1957.100	283.200
22	31	452.900	108.600
22	38	1042.200	205.200
22	41	1897.100	278.400
22	42	1895.800	244.800
22	49	611.400	120.000
22	52	2486.000	270.000
22	70	1341.700	220.800
22	86	2173.700	300.600
22	88	2423.100	282.600
22	93	1483.100	198.000
22	95	1759.600	274.800
22	112	1703.700	217.800
22	117	1787.700	272.400
22	120	526.900	126.600
22	131	1824.400	235.200
23	0	23552.500	1234.800
23	1	1787.100	195.600
23	20	1914.500	204.600
23	22	1694.100	213.000
23	29	4603.600	381.600
23	31	1826.600	253.200
23	38	1365.000	244.800
23	41	1997.200	250.200
23	42	475.000	97.800
23	49	1550.800	213.600
23	52	1891.900	202.200
23	70	722.600	146.400
23	86	2276.100	274.800
23	88	1382.200	189.000
23	93	1585.500	172.200
23	95	3234.000	375.600
23	112	1571.600	179.400
23	117	2097.600	273.000
23	120	1900.600	270.600
23	131	1926.800	209.400
29	0	26920.200	1354.200
29	1	3599.500	349.200
29	20	2816.700	299.400
29	22	1957.100	283.200
29	23	4603.600	381.600
29	31	1378.300	212.400
29	38	1943.100	319.800
29	41	1418.400	181.800
29	42	2785.600	411.600
29	49	2016.800	311.400
29	52	2354.900	263.400
29	70	2242.600	335.400
29	86	2097.600	302.400
29	88	2634.500	332.400
29	93	2679.600	386.400
29	95	346.700	44.400
29	112	1914.700	215.400
29	117	1633.900	221.400
29	120	1542.200	251.400
29	131	2353.300	321.000
31	0	24676.400	1350.600
31	1	1863.900	275.400
31	20	2414.300	272.400
31	22	452.900	108.600
31	23	1826.600	253.200
31	29	1378.300	212.400
31	38	952.400	200.400
31	41	1488.700	215.400
31	42	2019.600	274.800
31	49	735.200	149.400
31	52	2077.600	207.000
31	70	1251.900	216.000
31	86	1532.100	257.400
31	88	2015.000	272.400
31	93	1606.900	227.400
31	95	1351.200	211.800
31	112	1295.300	154.800
31	117	1379.300	209.400
31	120	163.800	39.000
31	131	1948.200	264.600
38	0	24214.800	1342.200
38	1	2498.800	321.000
38	20	2576.800	311.400
38	22	1042.200	205.200
38	23	1365.000	244.800
38	29	1943.100	319.800
38	31	952.400	200.400
38	41	1996.800	316.800
38	42	1567.400	266.400
38	49	1329.900	246.600
38	52	2585.800	308.400
38	70	1024.400	190.200
38	86	2040.200	358.800
38	88	1457.800	294.000
38	93	2248.400	268.800
38	95	1859.400	313.200
38	112	1803.500	256.200
38	117	1887.400	310.800
38	120	1059.700	233.400
38	131	2589.800	306.000
41	0	23628.300	1296.000
41	1	3131.000	326.400
41	20	1382.400	166.200
41	22	1897.100	278.400
41	23	1997.200	250.200
41	29	1418.400	181.800
41	31	1488.700	215.400
41	38	1996.800	316.800
41	42	2207.000	274.800
41	49	2133.400	299.400
41	52	1075.600	114.600
41	70	2025.100	251.400
41	86	2214.200	290.400
41	88	1145.300	188.400
41	93	2888.100	277.200
41	95	1375.900	159.000
41	112	1047.600	132.600
41	117	354.500	72.600
41	120	1658.800	239.400
41	131	2469.900	309.000
42	0	23754.200	1267.200
42	1	1988.800	228.000
42	20	2116.200	236.400
42	22	1895.800	244.800
42	23	475.000	97.800
42	29	2785.600	411.600
42	31	2019.600	274.800
42	38	1567.400	266.400
42	41	2207.000	274.800
42	49	1752.500	246.000
42	52	2093.500	234.600
42	70	924.300	178.800
42	86	2477.800	307.200
42	88	1583.900	221.400
42	93	1787.200	204.600
42	95	3435.700	408.000
42	112	1773.300	211.200
42	117	2299.200	305.400
42	120	2102.300	303.000
42	131	2128.500	241.800
49	0	24400.600	1311.600
49	1	1588.100	235.800
49	20	2762.600	280.800
49	22	611.400	120.000
49	23	1550.800	213.600
49	29	2016.800	311.400
49	31	735.200	149.400
49	38	1329.900	246.600
49	41	2133.400	299.400
49	42	1752.500	246.000
49	52	2780.700	285.600
49	70	1611.400	229.800
49	86	2021.700	291.000
49	88	2271.100	273.000
49	93	1331.100	188.400
49	95	2042.000	315.600
49	112	1986.100	259.200
49	117	2070.000	313.200
49	120	809.200	167.400
49	131	1672.400	225.600
52	0	23522.900	1248.000
52	1	3025.700	278.400
52	20	99.200	16.800
52	22	2486.000	270.000
52	23	1891.900	202.200
52	29	2354.900	263.400
52	31	2077.600	207.000
52	38	2585.800	308.400
52	41	1075.600	114.600
52	42	2093.500	234.600
52	49	2780.700	285.600
52	70	1919.800	202.800
52	86	3473.400	331.800
52	88	1040.000	139.800
52	93	2782.700	229.200
52	95	2604.700	280.800
52	112	942.300	84.600
52	117	1468.200	178.200
52	120	2563.600	301.800
52	131	3124.100	266.400
70	0	23572.300	1243.800
70	1	1856.400	222.600
70	20	1934.300	213.600
70	22	1341.700	220.800
70	23	722.600	146.400
70	29	2242.600	335.400
70	31	1251.900	216.000
70	38	1024.400	190.200
70	41	2025.100	251.400
70	42	924.300	178.800
70	49	1611.400	229.800
70	52	1919.800	202.800
70	86	2296.600	273.600
70	88	532.000	127.800
70	93	1606.000	170.400
70	95	2158.900	329.400
70	112	1641.500	195.600
70	117	2167.500	289.200
70	120	1359.200	249.600
70	131	1947.300	207.600
86	0	25125.900	1372.800
86	1	971.300	190.200
86	20	3487.900	342.000
86	22	2173.700	300.600
86	23	2276.100	274.800
86	29	2097.600	302.400
86	31	1532.100	257.400
86	38	2040.200	358.800
86	41	2214.200	290.400
86	42	2477.800	307.200
86	49	2021.700	291.000
86	52	3473.400	331.800
86	70	2296.600	273.600
86	88	2716.000	327.600
86	93	918.400	174.000
86	95	2052.100	267.600
86	112	1996.200	210.600
86	117	2080.200	265.200
86	120	1623.700	246.600
86	131	592.000	108.600
88	0	23013.300	1235.400
88	1	2516.100	265.800
88	20	1054.500	150.600
88	22	2423.100	282.600
88	23	1382.200	189.000
88	29	2634.500	332.400
88	31	2015.000	272.400
88	38	1457.800	294.000
88	41	1145.300	188.400
88	42	1583.900	221.400
88	49	2271.100	273.000
88	52	1040.000	139.800
88	70	532.000	127.800
88	86	2716.000	327.600
88	93	2273.100	216.000
88	95	2382.100	313.800
88	112	719.800	117.000
88	117	1245.700	211.200
88	120	2588.200	315.000
88	131	2614.500	253.200
93	0	24303.200	1253.400
93	1	190.600	45.600
93	20	2797.300	239.400
93	22	1483.100	198.000
93	23	1585.500	172.200
93	29	2679.600	386.400
93	31	1606.900	227.400
93	38	2248.400	268.800
93	41	2888.100	277.200
93	42	1787.200	204.600
93	49	1331.100	188.400
93	52	2782.700	229.200
93	70	1606.000	170.400
93	86	918.400	174.000
93	88	2273.100	216.000
93	95	3755.900	348.000
93	112	2498.800	240.000
93	117	3024.700	333.600
93	120	1731.200	277.200
93	131	585.500	115.800
95	0	27266.900	1398.600
95	1	2660.900	357.600
95	20	2619.200	291.000
95	22	1759.600	274.800
95	23	3234.000	375.600
95	29	346.700	44.400
95	31	1351.200	211.800
95	38	1859.400	313.200
95	41	1375.900	159.000
95	42	3435.700	408.000
95	49	2042.000	315.600
95	52	2604.700	280.800
95	70	2158.900	329.400
95	86	2052.100	267.600
95	88	2382.100	313.800
95	93	3755.900	348.000
95	112	1889.300	227.400
95	117	1608.500	232.800
95	120	1516.800	263.400
95	131	2327.900	332.400
112	0	23202.700	1225.200
112	1	2705.400	255.600
112	20	956.800	94.800
112	22	1703.700	217.800
112	23	1571.600	179.400
112	29	1914.700	215.400
112	31	1295.300	154.800
112	38	1803.500	256.200
112	41	1047.600	132.600
112	42	1773.300	211.200
112	49	1986.100	259.200
112	52	942.300	84.600
112	70	1641.500	195.600
112	86	1996.200	210.600
112	88	719.800	117.000
112	93	2498.800	240.000
112	95	1889.300	227.400
112	117	955.700	131.400
112	120	2051.100	255.000
112	131	2803.800	243.000
117	0	23728.600	1318.800
117	1	3231.400	349.200
117	20	1482.800	188.400
117	22	1787.700	272.400
117	23	2097.600	273.000
117	29	1633.900	221.400
117	31	1379.300	209.400
117	38	1887.400	310.800
117	41	354.500	72.600
117	42	2299.200	305.400
117	49	2070.000	313.200
117	52	1468.200	178.200
117	70	2167.500	289.200
117	86	2080.200	265.200
117	88	1245.700	211.200
117	93	3024.700	333.600
117	95	1608.500	232.800
117	112	955.700	131.400
117	120	1557.100	241.200
117	131	2368.300	310.200
120	0	24750.400	1368.600
120	1	1937.900	292.800
120	20	2578.100	312.000
120	22	526.900	126.600
120	23	1900.600	270.600
120	29	1542.200	251.400
120	31	163.800	39.000
120	38	1059.700	233.400
120	41	1658.800	239.400
120	42	2102.300	303.000
120	49	809.200	167.400
120	52	2563.600	301.800
120	70	1359.200	249.600
120	86	1623.700	246.600
120	88	2588.200	315.000
120	93	1731.200	277.200
120	95	1516.800	263.400
120	112	2051.100	255.000
120	117	1557.100	241.200
120	131	2022.200	282.600
131	0	24776.600	1306.800
131	1	622.000	124.200
131	20	3138.600	276.600
131	22	1824.400	235.200
131	23	1926.800	209.400
131	29	2353.300	321.000
131	31	1948.200	264.600
131	38	2589.800	306.000
131	41	2469.900	309.000
131	42	2128.500	241.800
131	49	1672.400	225.600
131	52	3124.100	266.400
131	70	1947.300	207.600
131	86	592.000	108.600
131	88	2614.500	253.200
131	93	585.500	115.800
131	95	2327.900	332.400
131	112	2803.800	243.000
131	117	2368.300	310.200
131	120	2022.200	282.600
